ax,ay,az,gx,gy,gz,dt
0.1042,-0.1437,0.9642,-6.2119,3.3155,-7.0427,0.012000
0.1051,-0.1498,0.9675,-5.3049,0.2591,-6.9284,0.012000
0.0939,-0.1680,0.9974,-4.9009,-6.9817,-6.7073,0.012000
0.0942,-0.1514,0.9985,-4.7332,-7.6905,-6.5854,0.012000
0.1164,-0.1451,1.0237,-3.4604,-7.0808,-6.0518,0.012000
0.1499,-0.1609,1.0458,-2.6905,-6.3338,-7.3247,0.012000
0.1054,-0.1364,0.9871,1.4101,-5.1829,-10.6784,0.012000
0.1171,-0.1540,0.9980,6.7530,-0.7622,-10.7546,0.012000
0.0815,-0.1459,0.9755,5.0305,1.7073,-10.3354,0.012000
0.0938,-0.1492,0.9716,0.1982,2.7973,-9.1692,0.012000
0.1130,-0.1560,0.9852,-1.6845,2.2790,-8.0488,0.012000
0.1199,-0.1481,1.0202,-0.0838,2.7591,-6.8750,0.012000
0.0911,-0.1583,1.0262,4.1463,2.3933,-6.0899,0.012000
0.0996,-0.1507,1.0383,8.5747,3.1936,-4.8323,0.012000
0.1164,-0.1490,1.0364,12.1189,4.6799,-3.8338,0.012000
0.1256,-0.1437,1.0189,13.8262,6.0442,-3.9558,0.012000
0.1365,-0.1349,1.0028,18.6357,6.4024,-6.5091,0.012000
0.1195,-0.1354,0.9904,19.9390,7.4848,-7.0046,0.012000
0.1033,-0.1313,0.9784,20.0000,7.5610,-6.8216,0.012000
0.1121,-0.1230,0.9821,18.4146,5.9299,-6.2729,0.012000
0.1155,-0.1197,1.0032,16.0518,4.5884,-6.0061,0.012000
0.0916,-0.1058,1.0294,15.2591,6.7454,-5.1982,0.012000
0.0893,-0.1013,1.0377,19.4893,5.9375,-4.0244,0.012000
0.1060,-0.1078,1.0297,23.7500,3.6738,-3.2241,0.012000
0.1306,-0.1122,1.0249,26.9970,1.6921,-3.8491,0.012000
0.1357,-0.1147,1.0173,28.0335,0.6479,-5.4878,0.012000
0.1184,-0.1099,1.0326,29.4741,-0.4802,-7.1265,0.012000
0.1001,-0.0645,1.0273,31.2881,0.0610,-6.6159,0.012000
0.0667,-0.0474,1.0203,31.0899,0.1143,-8.3537,0.012000
0.0908,-0.0687,1.0612,29.5274,1.9055,-9.3064,0.012000
0.0941,-0.0572,1.0529,30.7012,9.5351,-9.3445,0.012000
0.0965,-0.0590,1.0396,35.2287,18.7043,-8.1098,0.012000
0.1087,-0.0516,0.9990,37.4466,18.5747,-7.6296,0.012000
0.1174,-0.0422,0.9788,38.5442,15.2744,-7.7820,0.012000
0.1047,-0.0352,0.9896,38.7805,11.5701,-8.4832,0.012000
0.1107,-0.0285,1.0035,36.0290,7.5686,-10.6098,0.012000
0.1019,-0.0167,1.0082,35.6936,6.9436,-12.3780,0.012000
0.0896,-0.0078,1.0076,36.0747,7.3171,-12.8582,0.012000
0.0618,-0.0037,1.0040,38.1784,8.8796,-11.6235,0.012000
0.0634,0.0267,0.9876,40.9832,10.7470,-9.3750,0.012000
0.0995,0.0182,0.9906,41.9665,12.5762,-8.1250,0.012000
0.1005,0.0235,0.9879,41.0213,11.8902,-8.9177,0.012000
0.0912,0.0305,0.9828,39.4665,9.5046,-9.5884,0.012000
0.0791,0.0391,0.9738,38.9405,6.0061,-9.4817,0.012000
0.0739,0.0486,0.9632,40.6402,2.8277,-8.8110,0.012000
0.0441,0.0558,1.0106,44.3750,-0.7851,-6.8293,0.012000
0.0593,0.0762,0.9918,43.9787,0.0991,-5.3582,0.012000
0.0800,0.0813,0.9778,43.5671,-3.1098,-5.5183,0.012000
0.0939,0.0900,0.9832,43.5823,-9.5198,-6.6768,0.012000
0.0747,0.0967,0.9940,41.6616,-11.8140,-8.6890,0.012000
0.0362,0.1261,1.0471,39.1540,-7.3857,-10.1143,0.012000
0.0435,0.1405,1.0589,38.8415,-1.5473,-9.7485,0.012000
0.0687,0.1284,1.0218,40.1372,3.9101,-9.4588,0.012000
0.0873,0.1354,0.9808,43.3155,6.0061,-9.4055,0.012000
0.0923,0.1383,0.9601,43.9710,4.7256,-10.2744,0.012000
0.0872,0.1461,0.9427,37.4238,-4.3979,-11.4177,0.012000
0.0916,0.1375,0.9877,36.2348,-9.3521,-10.9909,0.012000
0.0840,0.1625,1.0444,36.0976,-6.9512,-10.8841,0.012000
0.0775,0.1886,1.0568,36.0823,0.6174,-11.4253,0.012000
0.1132,0.1772,0.9889,39.6189,9.9085,-13.1326,0.012000
0.1118,0.1744,0.9620,45.8003,6.2271,-13.4146,0.012000
0.0936,0.1568,0.9612,50.4878,0.3354,-13.4985,0.012000
0.0776,0.1883,0.9634,50.4878,-1.6463,-12.9802,0.012000
0.0679,0.2055,0.9651,47.5610,-0.9375,-12.5457,0.012000
0.0627,0.2299,0.9915,39.4284,10.5412,-11.3110,0.012000
0.0760,0.2294,0.9969,37.5838,15.5716,-11.2348,0.012000
0.0920,0.2313,0.9786,37.5838,19.6799,-12.1723,0.012000
0.0854,0.2282,0.9554,38.6204,21.6616,-12.9268,0.012000
0.0558,0.2294,0.9531,41.1433,20.9146,-12.7973,0.012000
0.0638,0.2597,0.9434,41.5777,22.5381,-11.6235,0.012000
0.0543,0.2592,0.9424,40.4802,22.2866,-11.2043,0.012000
0.0616,0.2717,0.9462,38.9329,21.7226,-11.6692,0.012000
0.0544,0.2704,0.9587,38.8338,20.8308,-12.2637,0.012000
0.0432,0.2774,0.9609,40.0305,19.3521,-12.4314,0.012000
0.0049,0.2855,0.9812,41.5091,17.8430,-12.6677,0.012000
-0.0098,0.3096,0.9827,41.5777,21.7378,-11.6921,0.012000
0.0062,0.3192,0.9626,41.5930,26.5091,-10.5793,0.012000
0.0165,0.3227,0.9525,42.1875,29.6875,-9.6723,0.012000
0.0223,0.3290,0.9537,41.4482,30.1067,-9.4665,0.012000
0.0338,0.3325,0.9545,45.0076,19.5579,-9.9162,0.012000
0.0211,0.3564,0.9804,46.2652,18.9863,-11.2805,0.012000
0.0043,0.3679,0.9683,46.9665,22.3552,-12.8277,0.012000
-0.0204,0.3699,0.9543,47.8887,26.2195,-13.6662,0.012000
-0.0280,0.3835,0.9189,48.5899,31.3643,-12.3171,0.012000
-0.0293,0.3835,0.9196,47.6982,31.1357,-11.4558,0.012000
-0.0301,0.3929,0.9218,46.2576,30.5793,-11.1662,0.012000
-0.0447,0.4007,0.9190,44.7561,30.3887,-10.8460,0.012000
-0.0399,0.4219,0.9203,43.5595,30.8460,-10.5335,0.012000
-0.0413,0.4165,0.8971,46.5091,32.1037,-11.7530,0.012000
-0.0547,0.4277,0.8835,47.1341,32.1341,-11.8445,0.012000
-0.0679,0.4413,0.8730,46.2576,31.9055,-11.5168,0.012000
-0.0656,0.4525,0.8494,43.4375,30.6707,-10.9299,0.012000
-0.0686,0.4467,0.8552,39.7485,27.3933,-10.7241,0.012000
-0.0970,0.4548,0.8629,34.8933,21.6845,-11.0518,0.012000
-0.1239,0.4567,0.8695,35.2668,19.9619,-9.9771,0.012000
-0.1185,0.4694,0.8432,34.7561,20.6098,-8.3079,0.012000
-0.1034,0.4619,0.8018,33.3384,19.7866,-6.8674,0.012000
-0.1075,0.4683,0.7998,30.9527,18.1098,-6.2271,0.012000
-0.1332,0.4868,0.8256,25.1296,16.8445,-5.1296,0.012000
-0.1240,0.4847,0.8245,23.7119,17.0046,-4.5579,0.012000
-0.1243,0.4897,0.8260,22.0427,16.1357,-4.2607,0.012000
-0.1368,0.4959,0.8309,20.7546,13.7729,-3.7729,0.012000
-0.1234,0.5015,0.8522,20.0534,13.2393,-3.3537,0.012000
-0.1255,0.5061,0.8401,20.5335,19.3445,-4.2759,0.012000
-0.1249,0.5039,0.8212,21.1966,19.5884,-4.6341,0.012000
-0.1245,0.4984,0.8076,21.5396,17.1951,-4.2149,0.012000
-0.1294,0.5068,0.8060,20.3430,14.6189,-3.5366,0.012000
-0.1306,0.5128,0.8146,17.2027,11.8674,-3.3384,0.012000
-0.1371,0.5163,0.8175,12.8506,5.0457,-3.8034,0.012000
-0.1437,0.5170,0.8238,11.9360,2.4848,-3.4146,0.012000
-0.1459,0.5242,0.8323,11.1357,3.3155,-2.8659,0.012000
-0.1469,0.5305,0.8529,11.0518,7.0884,-2.6372,0.012000
-0.1269,0.5194,0.8318,15.7012,11.2729,-2.9573,0.012000
-0.1291,0.5075,0.8312,18.0107,8.0488,-2.9954,0.012000
-0.1506,0.5248,0.8398,17.4924,6.9817,-2.7668,0.012000
-0.1451,0.5284,0.8202,15.7774,7.2180,-2.5991,0.012000
-0.1348,0.5240,0.8113,14.1997,7.2104,-2.7668,0.012000
-0.1565,0.5278,0.8007,9.7637,6.6540,-2.9421,0.012000
-0.1570,0.5354,0.8037,6.6540,6.5015,-2.5229,0.012000
-0.1467,0.5332,0.8026,4.7256,6.5777,-2.1265,0.012000
-0.1515,0.5317,0.7977,4.7790,5.8841,-1.9360,0.012000
-0.1546,0.5357,0.7957,5.1067,4.7027,-1.9436,0.012000
-0.1651,0.5356,0.7946,4.7561,3.2851,-1.1128,0.012000
-0.1512,0.5328,0.7842,3.2012,2.6372,-0.6021,0.012000
-0.1486,0.5347,0.7908,1.3110,1.9284,-0.7012,0.012000
-0.1547,0.5316,0.7974,-0.5793,1.0671,-1.2729,0.012000
-0.1613,0.5351,0.8079,-1.3338,0.1677,-1.3643,0.012000
-0.1574,0.5432,0.8336,-1.4253,2.2713,-1.4558,0.012000
-0.1518,0.5383,0.8229,-1.0899,2.9802,-1.9207,0.012000
-0.1537,0.5353,0.8170,-0.6631,2.4543,-2.0351,0.012000
-0.1512,0.5411,0.8130,-0.8689,1.7759,-2.2256,0.012000
-0.1726,0.5421,0.8328,-1.5320,1.5777,-2.3780,0.012000
-0.1724,0.5471,0.8405,-1.6768,3.2927,-1.4024,0.012000
-0.1644,0.5457,0.8388,-1.2043,4.0854,-0.8537,0.012000
-0.1575,0.5470,0.8329,0.3582,3.3308,-0.5107,0.012000
-0.1570,0.5468,0.8336,1.6082,2.7439,-0.6707,0.012000
-0.1588,0.5484,0.8099,0.8994,4.5884,-0.8689,0.012000
-0.1554,0.5527,0.8064,0.5107,3.5671,-0.9527,0.012000
-0.1552,0.5481,0.8142,0.5564,1.3262,-0.9299,0.012000
-0.1552,0.5526,0.8266,-0.3277,-0.7927,-0.8460,0.012000
-0.1616,0.5549,0.8402,-0.9680,-1.6082,-0.7927,0.012000
-0.1603,0.5525,0.8315,0.1905,1.6692,-0.5945,0.012000
-0.1569,0.5460,0.8152,0.5640,1.9817,-0.3811,0.012000
-0.1541,0.5502,0.8088,0.0305,1.0137,-0.2896,0.012000
-0.1580,0.5490,0.8144,-0.8308,-0.9070,-0.2439,0.012000
-0.1581,0.5511,0.8190,-1.8750,-2.0427,-0.1982,0.012000
-0.1591,0.5526,0.8244,-3.3689,-1.1204,0.2058,0.012000
-0.1573,0.5485,0.8224,-3.6738,-0.6250,0.3506,0.012000
-0.1543,0.5482,0.8179,-4.0015,-0.8079,0.2591,0.012000
-0.1505,0.5457,0.8157,-4.2530,-1.7226,0.0305,0.012000
-0.1481,0.5477,0.8158,-4.6723,-2.2637,-0.2287,0.012000
-0.1548,0.5444,0.8141,-7.4238,-1.3872,-1.1357,0.012000
-0.1547,0.5417,0.8105,-9.2988,-1.7835,-1.4329,0.012000
-0.1514,0.5400,0.8102,-11.0595,-2.8659,-1.4939,0.012000
-0.1516,0.5349,0.8051,-12.3628,-4.6951,-1.3567,0.012000
-0.1642,0.5338,0.8246,-13.9939,-7.5381,-1.1966,0.012000
-0.1606,0.5350,0.8364,-17.7973,-10.4421,-0.0229,0.012000
-0.1556,0.5335,0.8359,-19.4436,-9.4970,0.1982,0.012000
-0.1591,0.5275,0.8458,-20.4345,-8.6662,0.3887,0.012000
-0.1551,0.5276,0.8430,-21.2652,-7.3323,0.7393,0.012000
-0.1475,0.5087,0.8296,-20.7851,-10.2896,1.8216,0.012000
-0.1502,0.5092,0.8331,-20.6936,-12.3247,2.2104,0.012000
-0.1501,0.5059,0.8406,-21.3720,-14.2912,2.7287,0.012000
-0.1473,0.5090,0.8527,-22.0122,-14.8552,3.3232,0.012000
-0.1454,0.5049,0.8549,-22.3933,-13.6814,3.6662,0.012000
-0.1504,0.4968,0.8585,-20.7012,-11.3110,5.2439,0.012000
-0.1344,0.4891,0.8594,-19.2835,-10.1448,6.1280,0.012000
-0.1198,0.4885,0.8562,-18.7348,-8.9177,6.3491,0.012000
-0.1102,0.4861,0.8564,-18.8643,-9.2454,5.8613,0.012000
-0.1067,0.4802,0.8444,-19.0396,-10.8155,5.0305,0.012000
-0.1246,0.4700,0.8514,-20.0229,-15.0457,4.2454,0.012000
-0.1359,0.4780,0.8688,-21.3643,-13.7424,5.0076,0.012000
-0.1309,0.4753,0.8730,-22.0198,-11.7988,6.0213,0.012000
-0.1223,0.4675,0.8887,-21.2271,-9.6570,6.8369,0.012000
-0.1122,0.4669,0.8811,-20.2668,-6.7683,7.0046,0.012000
-0.0967,0.4515,0.8624,-19.2454,-6.5549,6.5015,0.012000
-0.0968,0.4518,0.8558,-20.2515,-7.3857,6.0442,0.012000
-0.0986,0.4503,0.8583,-21.3034,-8.8491,5.6707,0.012000
-0.1016,0.4481,0.8650,-22.1646,-10.0381,5.4573,0.012000
-0.1051,0.4438,0.8751,-22.7820,-11.2576,5.3582,0.012000
-0.1099,0.4341,0.8757,-22.4771,-11.1433,6.4253,0.012000
-0.0981,0.4321,0.8766,-22.7363,-10.0915,7.5229,0.012000
-0.0896,0.4315,0.8613,-24.6113,-9.5351,8.0564,0.012000
-0.0820,0.4252,0.8654,-26.6540,-10.6631,8.1174,0.012000
-0.0644,0.4172,0.8744,-31.5701,-13.3689,7.2866,0.012000
-0.0592,0.4106,0.8794,-34.1387,-17.5381,6.6463,0.012000
-0.0654,0.4001,0.8871,-35.8155,-22.6524,6.1585,0.012000
-0.0787,0.4033,0.9008,-37.9878,-25.8308,6.2348,0.012000
-0.0825,0.4056,0.9247,-40.8918,-26.2119,7.1570,0.012000
-0.0545,0.3837,0.9250,-43.7881,-22.4619,8.3155,0.012000
-0.0438,0.3772,0.9136,-43.8948,-22.3399,8.4909,0.012000
-0.0432,0.3694,0.9122,-44.6341,-23.5061,8.5899,0.012000
-0.0464,0.3596,0.9272,-45.9527,-25.2058,9.2226,0.012000
-0.0364,0.3564,0.9290,-47.3857,-25.8384,9.8399,0.012000
-0.0048,0.3383,0.9150,-49.8628,-27.1189,10.0076,0.012000
-0.0067,0.3295,0.9294,-50.8003,-27.6905,9.5503,0.012000
-0.0178,0.3268,0.9576,-52.5000,-25.7393,9.7027,0.012000
-0.0345,0.3029,0.9742,-56.1128,-21.7683,10.4116,0.012000
-0.0302,0.2980,0.9971,-56.1738,-18.6052,12.6753,0.012000
0.0325,0.2816,0.9928,-49.4893,-19.3369,14.4055,0.012000
0.0378,0.2764,0.9852,-48.4527,-18.4985,12.5381,0.012000
0.0289,0.2670,0.9830,-48.0945,-18.2241,11.1585,0.012000
0.0247,0.2535,0.9759,-47.8354,-18.6052,10.7317,0.012000
0.0189,0.2365,0.9745,-48.0564,-18.8948,11.1433,0.012000
0.0207,0.2325,0.9860,-48.0564,-19.3979,14.4970,0.012000
0.0488,0.2197,0.9784,-50.5183,-19.9924,15.1448,0.012000
0.0620,0.2117,0.9886,-52.0884,-20.2363,14.3902,0.012000
0.0457,0.2098,1.0097,-52.8125,-18.9329,13.2317,0.012000
0.0457,0.1892,0.9990,-53.2546,-15.9680,13.7729,0.012000
0.0551,0.1796,0.9834,-54.0320,-14.0473,14.3674,0.012000
0.0562,0.1735,0.9851,-54.7942,-12.6448,14.3293,0.012000
0.0522,0.1703,0.9866,-55.4345,-10.0762,14.1387,0.012000
0.0609,0.1603,0.9723,-55.5412,-8.0716,14.1997,0.012000
0.0542,0.1470,1.0089,-55.5335,-7.5762,14.5198,0.012000
0.0651,0.1404,1.0151,-56.2271,-10.2210,14.3445,0.012000
0.0719,0.1265,1.0135,-55.5107,-13.6662,14.1311,0.012000
0.0667,0.1159,0.9957,-54.0473,-14.1845,13.4451,0.012000
0.0666,0.1007,0.9706,-54.5960,-12.9268,12.7439,0.012000
0.0562,0.0818,0.9797,-60.6250,-13.8948,13.5899,0.012000
0.0580,0.0648,0.9854,-63.0869,-16.2500,14.8780,0.012000
0.0511,0.0540,1.0075,-64.3902,-17.5076,16.2348,0.012000
0.0535,0.0518,1.0125,-65.4268,-16.9207,17.6524,0.012000
0.0682,0.0429,1.0049,-66.4406,-16.9893,18.8186,0.012000
0.0939,0.0037,0.9694,-69.6875,-18.9253,19.0930,0.012000
0.0914,-0.0081,0.9769,-72.4085,-19.7027,18.9634,0.012000
0.0956,-0.0115,0.9930,-75.2515,-19.0168,19.1387,0.012000
0.1042,-0.0236,1.0081,-78.3537,-17.0808,19.4360,0.012000
0.1130,-0.0370,1.0199,-82.1037,-14.6723,19.8628,0.012000
0.1183,-0.0801,0.9874,-86.9055,-5.6936,19.3521,0.012000
0.0638,-0.1063,0.9810,-85.9299,-4.3979,19.4817,0.012000
0.0776,-0.0860,0.9781,-81.5701,-7.6143,21.2881,0.012000
0.1123,-0.1085,0.9893,-78.6357,-9.2302,23.0793,0.012000
0.1378,-0.1316,0.9856,-76.2195,-8.8796,23.4604,0.012000
0.1293,-0.1404,0.9969,-73.0335,-15.5564,20.1372,0.012000
0.1193,-0.1429,1.0117,-70.8232,-17.7210,18.2317,0.012000
0.1056,-0.1444,0.9927,-69.2302,-14.8323,17.2790,0.012000
0.0847,-0.1687,0.9608,-68.2698,-10.1982,18.0030,0.012000
0.0670,-0.1871,0.9492,-69.0549,-2.9421,23.1707,0.012000
0.0773,-0.2022,0.9439,-70.9604,0.2820,25.5107,0.012000
0.0941,-0.2139,0.9390,-72.6448,2.1265,26.8598,0.012000
0.1193,-0.2261,0.9357,-74.2226,0.1143,26.9741,0.012000
0.1392,-0.2471,0.9332,-74.8781,-6.4405,26.1128,0.012000
0.1337,-0.2755,0.9454,-74.2988,-15.5793,23.0716,0.012000
0.0831,-0.2922,0.9312,-75.4878,-14.5198,21.8902,0.012000
0.0622,-0.3211,0.9188,-77.8201,-12.4695,23.3689,0.012000
0.0630,-0.3347,0.9075,-81.0976,-9.6570,26.3643,0.012000
0.0784,-0.3479,0.9336,-84.4512,-9.5427,29.3216,0.012000
0.1305,-0.3700,0.9485,-86.3110,-11.7530,32.0655,0.012000
0.1436,-0.3932,0.9443,-84.8018,-12.4848,30.8994,0.012000
0.1407,-0.4109,0.9235,-82.5000,-12.6524,29.5808,0.012000
0.1149,-0.4252,0.8951,-81.0366,-12.0884,29.0930,0.012000
0.1123,-0.4368,0.8908,-82.2637,-11.6311,29.5198,0.012000
0.1479,-0.4724,0.8896,-85.1829,-14.5274,30.2896,0.012000
0.1627,-0.4872,0.8874,-85.5640,-18.1326,29.6189,0.012000
0.1754,-0.5047,0.8773,-86.3415,-19.1006,27.4695,0.012000
0.1584,-0.5128,0.8723,-87.9116,-18.3994,24.6341,0.012000
0.1034,-0.5233,0.9502,-88.9101,-17.0960,22.7744,0.012000
0.1133,-0.5337,0.9573,-82.5762,-12.2027,23.4985,0.012000
0.1261,-0.5463,0.9486,-76.6082,-11.4482,23.9253,0.012000
0.1365,-0.5648,0.9196,-71.0671,-11.0823,23.4909,0.012000
0.1391,-0.5822,0.8827,-66.1509,-10.4878,22.3171,0.012000
0.1041,-0.6123,0.8063,-65.4802,-8.9329,19.7790,0.012000
0.1084,-0.6277,0.7945,-68.3003,-9.9390,20.0991,0.012000
0.1215,-0.6339,0.7835,-70.3735,-10.4268,20.4954,0.012000
0.1218,-0.6337,0.7823,-73.8719,-11.7912,20.3506,0.012000
0.1340,-0.6453,0.7687,-77.9421,-16.1890,20.0686,0.012000
0.1319,-0.6679,0.7903,-77.8887,-20.7851,18.0564,0.012000
0.1293,-0.6786,0.7742,-75.9451,-19.2530,16.9284,0.012000
0.1310,-0.6838,0.7672,-73.8338,-17.7210,15.7851,0.012000
0.1260,-0.6933,0.7486,-72.4466,-16.2348,14.7104,0.012000
0.1326,-0.7072,0.7225,-71.6997,-16.5396,13.9405,0.012000
0.1295,-0.7315,0.6720,-71.3034,-19.2302,12.7439,0.012000
0.1333,-0.7397,0.6630,-72.7744,-20.3430,11.6692,0.012000
0.1383,-0.7405,0.6541,-74.6418,-21.0137,10.4954,0.012000
0.1273,-0.7486,0.6545,-75.5564,-21.7683,9.7713,0.012000
0.1135,-0.7465,0.6731,-75.5793,-21.4787,9.8857,0.012000
0.0997,-0.7560,0.6677,-71.3110,-13.7881,10.4268,0.012000
0.1038,-0.7610,0.6374,-67.8963,-10.7927,10.7165,0.012000
0.1147,-0.7777,0.6113,-64.2683,-9.1921,11.0899,0.012000
0.1176,-0.7864,0.5890,-62.1418,-8.1631,11.0061,0.012000
0.1412,-0.7854,0.5984,-62.2332,-8.8643,10.2287,0.012000
0.1464,-0.7811,0.6163,-61.3338,-9.7713,8.6890,0.012000
0.1326,-0.7903,0.6050,-57.9573,-7.3780,8.4909,0.012000
0.1174,-0.7976,0.5669,-52.9573,-5.0152,8.8491,0.012000
0.1063,-0.8168,0.5266,-48.3003,-4.9085,10.2134,0.012000
0.1191,-0.8283,0.4896,-45.9832,-7.2790,12.6220,0.012000
0.1378,-0.8218,0.5004,-48.1402,-7.6982,12.2332,0.012000
0.1657,-0.8298,0.5136,-50.6402,-6.9436,11.0595,0.012000
0.1801,-0.8392,0.5106,-52.2027,-4.6341,9.1692,0.012000
0.1658,-0.8423,0.4909,-51.9207,-3.0793,7.1875,0.012000
0.1418,-0.8499,0.4733,-45.7774,-4.9924,2.4238,0.012000
0.1219,-0.8687,0.4693,-43.2088,-8.0564,0.5259,0.012000
0.1149,-0.8741,0.4698,-42.1570,-11.2195,0.0610,0.012000
0.1125,-0.8665,0.4766,-42.8049,-13.4756,-0.2363,0.012000
0.1095,-0.8672,0.4866,-43.4680,-15.2210,-1.0899,0.012000
0.1180,-0.8683,0.4957,-42.4619,-14.8476,-1.5701,0.012000
0.1154,-0.8780,0.4711,-39.9009,-13.6052,-2.0122,0.012000
0.1226,-0.8826,0.4568,-36.7530,-14.6799,-2.2561,0.012000
0.1362,-0.8876,0.4586,-33.6128,-16.7302,-2.8887,0.012000
0.1381,-0.8937,0.4718,-32.3399,-18.7119,-3.8262,0.012000
0.1268,-0.8726,0.5114,-32.4466,-17.8887,-5.1677,0.012000
0.1141,-0.8704,0.4927,-29.8628,-15.0762,-5.1601,0.012000
0.1091,-0.8708,0.4737,-24.7409,-13.0716,-4.6723,0.012000
0.1202,-0.8764,0.4475,-18.8567,-11.0213,-4.4665,0.012000
0.1385,-0.8964,0.4208,-14.0930,-9.4055,-4.4055,0.012000
0.1650,-0.9049,0.3849,-11.8902,-11.5701,-3.1555,0.012000
0.1715,-0.9062,0.3882,-13.6966,-14.4741,-3.6204,0.012000
0.1771,-0.9031,0.3893,-16.2805,-17.2180,-4.2302,0.012000
0.1716,-0.9109,0.3912,-18.4223,-18.5442,-5.0000,0.012000
0.1381,-0.8996,0.4332,-18.1860,-12.9726,-5.8384,0.012000
0.1411,-0.8969,0.4500,-16.0213,-7.9268,-5.0457,0.012000
0.1354,-0.9022,0.4525,-11.6921,-4.1082,-3.3765,0.012000
0.1357,-0.9095,0.4501,-5.9451,-1.7454,-1.1128,0.012000
0.1425,-0.9137,0.4455,0.2058,0.0686,0.4421,0.012000
0.1743,-0.9288,0.4042,7.3628,3.6890,0.0457,0.012000
0.1833,-0.9196,0.3964,7.1265,3.2317,-1.2881,0.012000
0.1912,-0.9158,0.3984,5.2058,1.3262,-3.0869,0.012000
0.1952,-0.9186,0.4078,2.9421,-0.9985,-5.1905,0.012000
0.1789,-0.9133,0.4296,1.3186,-2.4543,-7.0960,0.012000
0.1062,-0.9111,0.4473,3.9710,-3.0564,-6.4024,0.012000
0.1255,-0.9016,0.4709,9.4893,-2.3171,-4.3826,0.012000
0.1461,-0.8998,0.4714,13.9405,0.4726,-3.2393,0.012000
0.1497,-0.8928,0.4568,15.9604,3.3765,-3.2927,0.012000
0.1600,-0.8978,0.4413,16.7378,5.3735,-4.2454,0.012000
0.1697,-0.9169,0.4081,20.2210,5.8537,-5.6326,0.012000
0.1707,-0.9103,0.4108,21.7683,3.6509,-5.5030,0.012000
0.1688,-0.9030,0.4156,21.5701,1.9131,-4.9162,0.012000
0.1658,-0.8923,0.4227,20.5412,1.6540,-4.6875,0.012000
0.1760,-0.8890,0.4225,18.5976,1.3796,-5.1067,0.012000
0.1911,-0.8879,0.4272,17.9802,-2.0198,-6.7149,0.012000
0.1820,-0.8862,0.4061,18.6433,-3.1860,-7.6524,0.012000
0.1779,-0.8879,0.4012,19.2454,-5.1143,-8.0640,0.012000
0.1829,-0.8773,0.4056,19.0625,-6.8598,-8.2546,0.012000
0.1661,-0.8779,0.4051,15.0457,-13.1479,-8.2470,0.012000
0.1527,-0.8826,0.4205,12.9192,-15.1753,-7.4085,0.012000
0.1505,-0.8900,0.4223,12.2104,-13.9634,-5.8765,0.012000
0.1575,-0.8872,0.4360,12.0122,-11.7683,-4.3216,0.012000
0.1734,-0.8847,0.4485,11.4101,-8.7043,-3.7500,0.012000
0.1894,-0.8773,0.4530,11.7302,-6.0823,-3.7576,0.012000
0.1934,-0.8807,0.4481,12.9954,-6.0137,-4.3445,0.012000
0.1959,-0.8797,0.4427,14.3979,-6.5777,-5.1143,0.012000
0.1967,-0.8787,0.4451,15.6098,-7.6601,-6.0366,0.012000
0.1920,-0.8747,0.4554,15.1601,-7.1113,-6.7226,0.012000
0.1807,-0.8751,0.4621,15.5488,-1.1509,-6.6616,0.012000
0.1808,-0.8671,0.4740,16.6616,0.2134,-6.0747,0.012000
0.1918,-0.8633,0.4944,17.4238,-0.5640,-5.1601,0.012000
0.1974,-0.8645,0.5084,19.4055,-0.5335,-4.5503,0.012000
0.1970,-0.8564,0.5236,22.5686,2.7439,-4.5960,0.012000
0.2005,-0.8564,0.5049,29.9466,11.9131,-6.5701,0.012000
0.1974,-0.8608,0.4811,32.5534,12.6143,-7.3476,0.012000
0.1948,-0.8619,0.4640,33.4756,10.4268,-7.3704,0.012000
0.1942,-0.8574,0.4694,32.9802,8.1326,-7.4238,0.012000
0.1918,-0.8478,0.4911,31.0366,7.5457,-7.3323,0.012000
0.1749,-0.8387,0.5298,29.4741,13.7729,-6.1662,0.012000
0.1818,-0.8306,0.5560,31.5168,18.4223,-5.0381,0.012000
0.1981,-0.8359,0.5539,34.7866,22.9116,-4.3750,0.012000
0.1992,-0.8422,0.5502,37.9497,25.1677,-4.5046,0.012000
0.1924,-0.8400,0.5051,40.1753,26.2881,-4.7942,0.012000
0.1979,-0.8363,0.4951,40.0000,24.3521,-4.9009,0.012000
0.2208,-0.8168,0.5187,35.7317,23.3079,-5.3582,0.012000
0.2284,-0.8051,0.5651,32.0427,22.0351,-6.3948,0.012000
0.2087,-0.8010,0.6168,31.2195,19.5351,-7.8735,0.012000
0.1556,-0.7900,0.6360,43.2088,19.9390,-12.1418,0.012000
0.1609,-0.8073,0.6206,48.8338,24.2912,-10.0381,0.012000
0.1871,-0.8069,0.5966,52.1037,26.3643,-8.7957,0.012000
0.1757,-0.7905,0.5889,52.0351,27.4924,-8.6890,0.012000
0.1744,-0.7867,0.5964,48.2088,27.6296,-8.6052,0.012000
0.1874,-0.7646,0.6350,44.6341,24.9695,-7.1799,0.012000
0.1894,-0.7521,0.6473,46.1280,23.6052,-7.4695,0.012000
0.1895,-0.7496,0.6606,47.7439,23.3155,-8.4604,0.012000
0.1729,-0.7474,0.6516,49.3598,24.2835,-9.4665,0.012000
0.1430,-0.7383,0.6536,49.5732,24.5732,-9.4055,0.012000
