ax,ay,az,gx,gy,gz,dt
0.6055,-0.2200,0.8472,-25.8003,-174.5656,47.0046,0.012000
0.6300,-0.2282,0.8312,-26.8140,-156.7378,44.2759,0.012000
0.6671,-0.2374,0.8436,-23.6738,-140.5259,40.5412,0.012000
0.7341,-0.2429,0.8596,-15.9223,-123.3384,34.4512,0.012000
0.7504,-0.2592,0.8137,1.3796,-86.9817,18.6433,0.012000
0.7421,-0.2877,0.7266,5.5030,-73.9329,11.6235,0.012000
0.7194,-0.3023,0.6616,5.9909,-71.2424,8.7805,0.012000
0.7127,-0.3090,0.6373,3.5442,-75.4878,10.2439,0.012000
0.7773,-0.2852,0.6914,-1.9131,-85.5183,15.2363,0.012000
0.8365,-0.2769,0.6955,-1.2500,-85.5945,12.9954,0.012000
0.8392,-0.2902,0.6740,2.9040,-85.6860,8.9863,0.012000
0.8126,-0.3049,0.6600,7.5610,-83.8262,4.5960,0.012000
0.7791,-0.2974,0.6235,9.4893,-79.2149,1.5320,0.012000
0.7765,-0.2886,0.5682,8.4985,-75.7546,4.1463,0.012000
0.8228,-0.2999,0.5563,9.5351,-76.2500,6.0899,0.012000
0.8615,-0.2979,0.5893,10.2515,-77.8963,6.3186,0.012000
0.8583,-0.2803,0.6038,11.4177,-77.3857,3.9939,0.012000
0.8488,-0.2690,0.5970,13.2317,-75.2439,0.1296,0.012000
0.8490,-0.2665,0.5464,10.1372,-59.7637,-4.1692,0.012000
0.8478,-0.2864,0.5114,8.0945,-54.3979,-4.2607,0.012000
0.8664,-0.2914,0.5030,5.7470,-54.5579,-2.8887,0.012000
0.8774,-0.2862,0.5202,4.4588,-56.7454,-2.1570,0.012000
0.8705,-0.2963,0.5062,4.5579,-57.6982,-4.0701,0.012000
0.8367,-0.2783,0.5008,3.5747,-65.5869,-4.9848,0.012000
0.8267,-0.2671,0.4731,1.9665,-68.3537,-3.2088,0.012000
0.8447,-0.2757,0.4503,0.5564,-73.8034,-1.3110,0.012000
0.8862,-0.3038,0.4334,0.7470,-78.7348,-0.1524,0.012000
0.8702,-0.2961,0.4145,2.1646,-85.3277,-0.8994,0.012000
0.8423,-0.2811,0.4195,1.8521,-106.7835,4.0244,0.012000
0.8231,-0.2609,0.4451,2.8125,-112.9726,6.8598,0.012000
0.8221,-0.2391,0.4388,5.3277,-109.6875,7.2180,0.012000
0.8543,-0.2422,0.4230,9.8704,-100.7698,6.2957,0.012000
0.8908,-0.2891,0.2856,13.4604,-83.1326,4.5732,0.012000
0.9039,-0.3146,0.2682,11.6082,-84.1159,6.7607,0.012000
0.9144,-0.2924,0.2740,7.1265,-87.2104,10.5869,0.012000
0.8999,-0.2975,0.2292,1.4329,-91.4482,12.9421,0.012000
0.8779,-0.3030,0.2849,-2.5381,-99.0549,17.0884,0.012000
0.8640,-0.1919,0.3367,-13.1326,-84.2073,23.9787,0.012000
0.8814,-0.2249,0.3071,-16.0518,-68.1098,22.5076,0.012000
0.9148,-0.2659,0.2559,-16.6159,-52.4162,19.1463,0.012000
0.9458,-0.2977,0.2038,-16.9741,-41.1509,15.8308,0.012000
0.9308,-0.3148,0.1966,-19.1311,-36.8216,14.3140,0.012000
0.9059,-0.2834,0.2542,-23.3460,-32.8659,16.0976,0.012000
0.9565,-0.2778,0.2677,-21.5320,-29.8323,15.5412,0.012000
0.9944,-0.2946,0.2421,-17.5229,-28.1021,11.8445,0.012000
0.9926,-0.3060,0.2394,-11.7302,-28.9787,7.5000,0.012000
0.9586,-0.3179,0.2209,-7.4543,-28.2317,3.8796,0.012000
0.9165,-0.3351,0.1879,-7.1037,-31.4939,7.4848,0.012000
0.9357,-0.3267,0.2027,-8.9405,-31.0976,11.7302,0.012000
0.9589,-0.3109,0.2111,-9.9771,-28.0030,12.5229,0.012000
0.9728,-0.3099,0.2209,-9.1616,-24.0701,10.0762,0.012000
0.9772,-0.3147,0.2123,-7.1494,-19.2835,6.6159,0.012000
0.9692,-0.3061,0.2074,-5.3277,-10.7470,0.9451,0.012000
0.9559,-0.3116,0.1857,-4.3445,-8.7500,-0.3430,0.012000
0.9452,-0.3218,0.1754,-3.7957,-9.0473,0.6098,0.012000
0.9482,-0.3212,0.1649,-3.8796,-9.5122,3.0030,0.012000
0.9702,-0.3171,0.1788,-4.5351,-10.4497,5.9070,0.012000
0.9727,-0.3062,0.1860,-3.7576,-10.0000,5.5412,0.012000
0.9600,-0.3044,0.1902,-2.3628,-9.5884,5.1220,0.012000
0.9459,-0.3076,0.1866,-0.9375,-7.4085,4.2302,0.012000
0.9418,-0.3099,0.1725,0.3659,-3.7500,3.4832,0.012000
0.9647,-0.3562,0.1159,-0.3506,-3.9710,4.3598,0.012000
0.9708,-0.3420,0.1459,-1.6997,-9.7180,7.6448,0.012000
0.9616,-0.3069,0.1741,-2.4771,-11.1585,9.2835,0.012000
0.9548,-0.2993,0.1820,-1.4405,-8.3155,7.5610,0.012000
0.9536,-0.3229,0.1600,0.4573,-3.9253,4.0244,0.012000
0.9480,-0.3334,0.1491,1.3338,2.9573,1.3948,0.012000
0.9614,-0.3323,0.1394,0.4268,5.5945,0.7622,0.012000
0.9803,-0.3461,0.1298,0.3277,4.4207,0.1372,0.012000
0.9717,-0.3416,0.1470,0.6784,1.2195,-0.0229,0.012000
0.9484,-0.3162,0.1657,0.7012,1.0366,-0.7317,0.012000
0.9429,-0.3171,0.1638,2.1951,6.7530,-5.2515,0.012000
0.9318,-0.3220,0.1611,3.3155,9.2835,-7.1113,0.012000
0.9142,-0.3277,0.1385,4.1692,12.0198,-8.5899,0.012000
0.9037,-0.3554,0.1066,4.1768,11.8369,-8.2774,0.012000
0.9130,-0.3346,0.1451,3.5213,7.5457,-4.9238,0.012000
0.9170,-0.3053,0.1717,3.5061,4.4512,-1.1357,0.012000
0.9245,-0.3028,0.1750,4.0625,7.0122,-2.6448,0.012000
0.9202,-0.3172,0.1682,4.8399,9.4665,-4.4207,0.012000
0.9150,-0.3281,0.1573,5.2820,9.4131,-5.4802,0.012000
0.9250,-0.3215,0.1663,4.1082,6.0061,-3.0107,0.012000
0.9221,-0.3159,0.1704,4.1845,6.0213,-2.5991,0.012000
0.9186,-0.3142,0.1747,5.1220,7.3323,-3.7271,0.012000
0.9158,-0.3129,0.1785,5.5869,10.7012,-5.2058,0.012000
0.9152,-0.3119,0.1645,5.4802,15.7774,-6.6006,0.012000
0.9337,-0.3444,0.1552,4.6875,15.2591,-4.8171,0.012000
0.9446,-0.3318,0.1458,3.3841,12.6372,-2.6296,0.012000
0.9559,-0.3317,0.1610,2.3552,8.2088,-0.6479,0.012000
0.9464,-0.3262,0.1898,1.7454,7.0732,0.3735,0.012000
0.9329,-0.3062,0.2009,1.9284,9.6265,-1.0518,0.012000
0.9208,-0.3051,0.2131,3.9482,18.4604,-5.3430,0.012000
0.9277,-0.3049,0.2128,4.0701,24.5732,-6.8674,0.012000
0.9424,-0.3063,0.2163,4.2912,30.5183,-9.0777,0.012000
0.9400,-0.3080,0.2142,4.9543,35.5259,-11.6463,0.012000
0.9223,-0.3146,0.2191,6.5320,39.5351,-13.9710,0.012000
0.9036,-0.2969,0.2399,9.9314,51.3186,-19.1845,0.012000
0.9025,-0.2861,0.2529,10.4954,59.3064,-22.2790,0.012000
0.8969,-0.2772,0.2764,11.6692,70.2591,-26.4634,0.012000
0.9103,-0.2663,0.2979,13.9863,84.4055,-32.5762,0.012000
0.9350,-0.2653,0.3128,15.7241,100.1067,-40.4954,0.012000
0.9440,-0.2861,0.2374,19.0549,120.7774,-54.5274,0.012000
0.9464,-0.3141,0.2201,20.9985,120.4649,-56.8979,0.012000
0.9456,-0.2962,0.2524,19.5732,116.2119,-56.0518,0.012000
0.9458,-0.2571,0.3054,15.0305,112.3018,-54.1006,0.012000
0.9492,-0.2002,0.3954,4.8095,114.1997,-54.0854,0.012000
0.9238,-0.2080,0.4240,2.5838,118.1631,-56.7835,0.012000
0.8896,-0.2118,0.4423,2.7134,122.1570,-59.6875,0.012000
0.8724,-0.2047,0.4514,4.2302,125.6021,-61.8369,0.012000
0.8630,-0.2051,0.4568,7.2104,128.0335,-63.1250,0.012000
0.8607,-0.1669,0.4979,11.3491,133.0793,-63.9329,0.012000
0.8315,-0.1673,0.5121,11.5625,136.5473,-64.5732,0.012000
0.8235,-0.1634,0.5236,11.5091,138.6357,-64.7713,0.012000
0.8140,-0.1556,0.5294,11.6235,138.7424,-64.7256,0.012000
0.7950,-0.1419,0.5499,11.4863,137.1494,-63.5366,0.012000
0.7836,-0.1168,0.6182,12.9878,135.5564,-63.2851,0.012000
0.7601,-0.1048,0.6298,12.5991,134.1463,-63.1402,0.012000
0.7382,-0.0970,0.6368,10.9451,131.8979,-61.7835,0.012000
0.6941,-0.0859,0.6486,8.4756,131.3643,-59.7332,0.012000
0.6855,-0.0594,0.6914,6.4558,135.9299,-58.6357,0.012000
0.7228,-0.0268,0.7949,10.1067,169.3979,-74.9009,0.012000
0.7233,-0.0055,0.8035,10.9451,183.7271,-85.7698,0.012000
0.7026,0.0140,0.8245,8.4070,191.6997,-95.7469,0.012000
0.5681,-0.0804,0.7972,8.4680,192.7363,-92.7820,0.012000
0.5313,-0.0318,0.7649,19.7942,184.0320,-80.7241,0.012000
0.5420,0.0022,0.8172,18.1860,181.8216,-78.5366,0.012000
0.5482,0.0251,0.8735,15.3887,182.4466,-79.4817,0.012000
0.5112,0.0460,0.9209,15.3811,179.4512,-79.8933,0.012000
0.4738,0.0737,0.9559,16.5015,175.8841,-78.8186,0.012000
0.3856,0.0544,0.9286,21.1662,179.1768,-79.6723,0.012000
0.3742,0.0560,0.9100,24.1921,192.6067,-82.0884,0.012000
0.3466,0.0493,0.8894,21.7912,195.5488,-80.9527,0.012000
0.2869,0.0455,0.8650,17.4314,192.8354,-77.2256,0.012000
0.2417,0.0396,0.8533,13.7348,184.9466,-72.1418,0.012000
0.1960,0.0543,0.8872,8.6204,163.4527,-59.6875,0.012000
0.1984,0.0740,0.9253,8.5518,156.6997,-55.7622,0.012000
0.1647,0.0916,0.9431,7.4238,151.3262,-53.9024,0.012000
0.1276,0.0862,0.9591,5.0229,146.0290,-53.6890,0.012000
0.0821,0.0959,0.9660,4.2988,140.7393,-55.0838,0.012000
0.0423,0.0880,0.9582,5.3430,135.5183,-53.6357,0.012000
0.0178,0.0826,0.9434,4.3750,135.2134,-53.4451,0.012000
0.0009,0.0885,0.9442,1.2424,130.3963,-52.0274,0.012000
-0.0209,0.0922,0.9556,-2.0503,119.5808,-48.8643,0.012000
-0.0545,0.1007,0.9619,-6.2119,104.0854,-42.7287,0.012000
-0.1158,0.1110,0.9821,-11.4787,74.9543,-31.2119,0.012000
-0.1280,0.1194,0.9919,-13.0945,65.3811,-26.0671,0.012000
-0.1232,0.1056,0.9930,-14.2835,59.0396,-21.7835,0.012000
-0.1097,0.0970,0.9799,-15.9832,53.2317,-18.8034,0.012000
-0.1029,0.0950,0.9705,-19.5732,46.3338,-16.8140,0.012000
-0.1192,0.0922,0.9734,-26.9588,30.9604,-14.6951,0.012000
-0.1213,0.0681,0.9778,-27.5534,24.5122,-13.9329,0.012000
-0.1333,0.0551,0.9644,-27.7134,17.3171,-10.0305,0.012000
-0.1284,0.0710,0.9626,-29.1387,7.7058,-4.0015,0.012000
-0.1066,0.0496,0.9841,-30.6936,-1.1585,-0.1296,0.012000
-0.0923,0.0623,1.0026,-34.1921,-11.7607,4.2149,0.012000
-0.1049,0.0486,0.9991,-35.2744,-13.7500,3.8720,0.012000
-0.1064,0.0408,0.9868,-36.5091,-16.2043,5.0457,0.012000
-0.1037,0.0341,1.0043,-32.8582,-17.8506,3.0107,0.012000
-0.1256,0.0428,1.0061,-17.7058,-21.0366,5.3277,0.012000
-0.1190,0.0416,1.0140,-17.0808,-20.3201,7.2866,0.012000
-0.1047,0.0520,1.0147,-19.3521,-17.3704,7.5457,0.012000
-0.1055,0.0486,1.0115,-20.9223,-13.8110,6.0823,0.012000
-0.1080,0.0289,1.0079,-20.6631,-13.7271,5.0686,0.012000
-0.1136,0.0865,1.0675,-26.0290,-28.9634,7.1723,0.012000
-0.0786,0.0718,1.1287,-52.0122,-43.5899,7.9192,0.012000
-0.0773,-0.0143,1.1060,-51.7835,-50.1143,10.0229,0.012000
-0.1241,0.0499,1.0576,-36.1662,-56.2348,16.6540,0.012000
-0.1413,0.0157,1.0290,-27.4314,-58.5518,26.6692,0.012000
0.0093,0.0118,1.0515,-23.5213,-55.5259,24.4970,0.012000
0.0065,0.0175,1.0549,-21.0671,-51.0976,23.6433,0.012000
-0.0511,0.0091,1.0329,-16.0366,-46.0899,21.3262,0.012000
-0.0773,0.0110,1.0090,-12.6372,-41.0137,16.6082,0.012000
-0.0737,0.0052,0.9811,-10.3506,-37.6143,10.9146,0.012000
-0.0419,-0.0326,0.9495,-11.3415,-44.1845,11.9360,0.012000
-0.0223,-0.0031,1.0011,-12.4543,-48.8643,17.5838,0.012000
-0.0007,0.0189,1.0480,-12.4009,-48.6966,21.6082,0.012000
-0.0184,-0.0169,1.0377,-3.1098,-39.0168,20.1143,0.012000
0.0176,-0.0255,1.0378,10.8689,-25.8384,15.6250,0.012000
0.0513,-0.0452,1.0239,31.3720,-11.9970,7.3399,0.012000
0.0557,-0.0395,1.0229,37.9421,-10.9451,6.9512,0.012000
0.0546,-0.0219,1.0312,38.4756,-13.2927,7.9649,0.012000
0.0231,-0.0056,1.0338,36.3338,-12.3780,8.0640,0.012000
0.0483,-0.0021,1.0786,61.5777,7.2485,2.5534,0.012000
0.0682,0.0153,1.0889,63.1326,15.1982,0.3049,0.012000
0.0936,-0.0123,1.0759,66.2805,23.4832,-5.2439,0.012000
0.0864,-0.0218,1.0350,71.2500,29.9848,-11.4558,0.012000
0.0423,-0.0024,0.9962,79.0091,32.3399,-15.8689,0.012000
-0.0103,0.0958,1.0432,81.0518,25.2058,-13.6585,0.012000
-0.0057,0.0997,1.0331,75.4497,24.1540,-9.9085,0.012000
0.0303,0.1101,0.9588,38.4527,7.0122,0.1524,0.012000
0.0391,0.0876,1.0739,-1.3110,-3.9863,7.1570,0.012000
-0.0057,0.0398,1.0096,6.6921,-0.6860,5.2820,0.012000
-0.0183,0.0427,0.9950,-0.2744,5.3887,3.5976,0.012000
-0.0063,0.0308,1.0208,-1.6311,5.2439,0.3430,0.012000
0.0010,0.0013,1.0212,-1.4405,5.2896,0.5183,0.012000
0.0093,0.0009,1.0123,2.1418,4.3826,4.2073,0.012000
0.0352,0.0473,1.0493,7.1265,0.5945,8.8491,0.012000
0.0272,0.0829,1.0782,15.9375,-1.2195,8.2927,0.012000
-0.0009,0.0978,1.0592,20.1677,0.5869,6.0518,0.012000
0.0024,0.1172,1.0152,20.8765,3.8720,3.2470,0.012000
0.0249,0.1147,0.9614,19.0854,8.0183,1.8521,0.012000
0.0443,0.0994,0.8939,14.4817,9.4512,2.4619,0.012000
0.0653,0.1093,0.9092,3.3003,1.1738,7.6220,0.012000
0.0811,0.1235,0.9290,-1.3491,-3.6662,8.9710,0.012000
0.0685,0.1414,0.9299,-7.3018,-6.5015,8.1174,0.012000
0.0492,0.1422,0.9040,-13.7195,-6.2119,5.2058,0.012000
0.0451,0.0925,0.8755,-21.4405,-6.3796,5.9299,0.012000
0.0650,0.1097,0.9171,-21.5549,-12.9726,11.6845,0.012000
0.1133,0.1755,1.0120,-15.8613,-17.7591,14.9771,0.012000
0.1044,0.2144,1.0742,-15.7774,-14.1006,14.3445,0.012000
0.0947,0.2403,1.1650,-27.8049,-6.7302,11.0518,0.012000
0.0377,0.1023,0.9755,-41.2195,15.4116,-4.7256,0.012000
0.0388,0.0569,0.9286,-36.3110,12.5991,-4.5884,0.012000
0.0165,0.0532,0.9622,-17.2027,10.9985,-2.4085,0.012000
0.0035,0.1190,1.0443,6.6692,11.8369,-0.1829,0.012000
-0.0380,0.1474,0.9909,26.6311,15.9223,1.1966,0.012000
0.0529,0.1365,0.9085,-9.1387,-7.1418,3.5518,0.012000
0.0576,0.0601,0.8893,-8.4680,-11.0899,6.6540,0.012000
0.0082,0.0688,0.9213,-14.8095,-11.6997,15.8841,0.012000
-0.0378,0.0966,0.9567,-22.8659,-10.4040,20.1829,0.012000
-0.0157,0.1145,1.0072,-27.4924,-7.2180,20.7698,0.012000
0.0257,0.0309,1.0519,-25.2973,-6.9817,20.0915,0.012000
0.0109,0.0919,1.1205,-16.8521,-18.9024,20.4954,0.012000
0.0184,0.1116,1.0693,-15.7851,-12.4466,18.3918,0.012000
0.0332,0.0722,0.9998,-8.9253,-5.1905,17.0884,0.012000
0.0410,0.0574,1.0106,-0.5107,-4.9390,21.1052,0.012000
0.0292,0.0966,1.0062,3.1250,0.0610,30.8689,0.012000
0.0325,0.0897,0.9841,-2.2485,1.7912,34.9238,0.012000
0.0031,0.0775,0.9765,-6.3415,2.5457,37.6296,0.012000
0.0298,0.0422,1.0207,-8.8872,2.5915,37.7973,0.012000
0.0484,0.0721,1.0051,-16.8140,6.5168,38.2927,0.012000
0.0775,0.0625,0.9830,-15.3201,6.7073,40.3582,0.012000
0.0577,-0.0291,0.9949,-12.7363,6.1357,41.4710,0.012000
-0.0347,-0.1921,0.8913,-39.6799,24.1006,18.4604,0.012000
-0.0110,-0.0210,1.1113,-75.5183,36.4024,-2.4619,0.012000
0.0386,0.0385,0.9735,1.9436,14.0625,-10.4497,0.012000
0.0670,0.0382,1.0110,-12.5838,17.9726,-9.3979,0.012000
0.0804,0.1035,0.9852,-24.1616,17.5229,-10.1601,0.012000
0.0549,0.0598,1.0010,-18.7729,11.1052,-11.4939,0.012000
0.0538,0.0071,0.9996,-19.5122,8.2470,-9.2149,0.012000
0.0638,0.0421,0.9506,-47.2180,11.3643,-17.8201,0.012000
0.0690,0.1160,1.0250,-64.3826,18.5747,-26.9665,0.012000
-0.0118,0.0223,1.1156,-69.1616,19.3216,-36.8826,0.012000
-0.0382,0.0187,0.9446,-33.0640,6.2043,-30.6250,0.012000
0.0165,0.0866,0.8799,13.6966,0.3277,-16.7607,0.012000
0.0717,-0.0096,0.9884,-0.5030,1.0976,-11.2576,0.012000
0.0582,-0.0082,0.9554,2.1494,0.9604,1.5244,0.012000
0.0283,-0.0164,1.0359,3.1021,-1.6997,-3.8491,0.012000
0.0251,-0.0237,1.0548,1.7683,0.6479,-19.6875,0.012000
0.0526,0.0128,0.9560,1.2271,1.2576,-30.4573,0.012000
-0.0129,-0.0349,0.9560,3.2393,-2.6524,-35.9756,0.012000
-0.0682,0.0080,0.9979,3.3613,-3.2546,-30.5183,0.012000
-0.0361,0.1165,1.0691,3.8262,-1.7835,-27.2866,0.012000
0.0676,0.1084,1.0532,1.6845,3.9329,-31.4634,0.012000
0.0199,-0.0380,0.9685,2.8582,0.1829,-19.1082,0.012000
0.0413,-0.0484,0.9603,4.5122,-2.0960,-11.8750,0.012000
-0.0465,-0.1111,1.0167,4.0091,-2.8735,-4.9848,0.012000
-0.1702,-0.1145,0.9984,3.9787,-1.0595,-4.6875,0.012000
-0.0742,-0.1157,1.0021,7.0503,-0.2591,-13.9482,0.012000
-0.0328,-0.0374,0.9898,16.9207,-5.3887,-20.0000,0.012000
0.0108,0.0333,1.0151,15.9223,-4.0625,-14.6723,0.012000
0.0037,-0.0400,1.0170,8.4909,-3.3765,-12.3704,0.012000
0.0906,0.0637,0.9666,10.6936,-5.9680,-5.3659,0.012000
0.0054,-0.0781,1.0096,13.8948,-4.6037,-5.3963,0.012000
0.0275,0.0376,1.0117,-0.2439,-3.0412,33.3918,0.012000
0.0059,0.0178,0.7680,-6.8445,0.0686,25.8384,0.012000
0.0525,-0.0599,1.0021,-2.6601,-2.5000,19.7027,0.012000
0.0162,-0.0583,1.0573,1.1814,-4.2759,13.1479,0.012000
-0.0637,-0.0081,1.0063,4.8095,-2.8582,9.3293,0.012000
0.0104,-0.0308,1.0179,0.4421,-3.4985,6.8521,0.012000
-0.0660,-0.0360,1.0084,2.1951,-7.0808,3.8720,0.012000
-0.0457,-0.0665,0.9500,-0.6402,-8.7348,2.7363,0.012000
0.0762,-0.0551,0.7807,-1.2805,-19.2454,8.9177,0.012000
-0.0115,-0.1398,0.5670,0.2515,-48.2927,18.2241,0.012000
-0.0081,-0.1561,0.8698,-17.7668,1.5854,39.6570,0.012000
0.0494,-0.1582,0.8769,27.7591,6.0595,45.2134,0.012000
0.1547,-0.1020,1.0023,-9.3598,-2.3780,50.9909,0.012000
0.1276,-0.0101,0.9957,6.3567,-0.1372,43.0412,0.012000
0.0155,-0.0767,0.9844,7.9878,0.5107,30.8537,0.012000
0.0283,-0.0070,1.0099,-1.5930,-0.2744,23.7271,0.012000
0.0383,-0.0075,1.0024,-0.3735,0.4497,12.5381,0.012000
0.0389,0.0117,1.0007,-0.4268,0.1448,8.3765,0.012000
0.0374,-0.0049,1.0009,-0.7393,0.1677,5.0991,0.012000
0.0390,-0.0121,1.0003,-0.0838,0.5488,0.6402,0.012000
0.0374,-0.0216,1.0027,0.2210,0.5412,-0.4497,0.012000
0.0380,-0.0216,1.0045,0.2058,0.3963,-0.3887,0.012000
0.0378,-0.0220,1.0027,0.2287,0.5030,-0.3963,0.012000
0.0375,-0.0213,1.0028,0.3049,0.5183,-0.4573,0.012000
0.0358,-0.0209,0.9998,0.2591,0.6250,-0.2439,0.012000
0.0353,-0.0204,1.0013,0.2058,0.4954,-0.2439,0.012000
0.0358,-0.0235,1.0029,0.2363,0.5640,-0.1448,0.012000
0.0354,-0.0229,1.0009,0.1296,0.5869,0.0534,0.012000
0.0363,-0.0209,1.0016,0.1601,0.5716,0.1601,0.012000
0.0376,-0.0237,1.0027,0.0381,0.5259,0.4649,0.012000
0.0383,-0.0241,1.0012,0.0838,0.5259,0.6860,0.012000
0.0354,-0.0204,1.0005,0.1067,0.4421,0.7012,0.012000
0.0354,-0.0183,1.0029,0.1372,0.4878,0.2820,0.012000
0.0366,-0.0204,1.0015,0.2515,0.6784,-0.2058,0.012000
0.0362,-0.0226,0.9990,0.1905,0.5259,-0.4878,0.012000
0.0349,-0.0226,1.0027,0.2210,0.5945,-0.5259,0.012000
0.0349,-0.0206,1.0022,0.3963,0.5945,-0.6098,0.012000
0.0379,-0.0221,1.0016,0.3125,0.5640,-0.5640,0.012000
0.0380,-0.0203,1.0012,0.1601,0.6250,-0.6098,0.012000
0.0368,-0.0222,1.0012,0.3201,0.5335,-0.6098,0.012000
0.0394,-0.0226,1.0019,0.2973,0.5640,-0.6250,0.012000
0.0391,-0.0228,1.0015,0.2439,0.5793,-0.5564,0.012000
0.0391,-0.0225,0.9996,0.3201,0.5030,-0.5640,0.012000
0.0364,-0.0200,1.0018,0.3277,0.6250,-0.4878,0.012000
0.0388,-0.0208,1.0026,0.4116,0.5640,-0.4802,0.012000
0.0385,-0.0219,0.9993,0.2591,0.5640,-0.5412,0.012000
0.0356,-0.0202,1.0020,0.1982,0.5945,-0.5030,0.012000
0.0383,-0.0213,0.9998,0.2744,0.5793,-0.4116,0.012000
0.0348,-0.0229,1.0025,0.2287,0.5793,-0.5335,0.012000
0.0366,-0.0247,0.9998,0.2591,0.5945,-0.5793,0.012000
0.0358,-0.0245,1.0007,0.3277,0.5945,-0.5869,0.012000
0.0378,-0.0211,0.9991,0.3735,0.4878,-0.5259,0.012000
0.0363,-0.0204,0.9989,0.2896,0.5335,-0.5488,0.012000
0.0345,-0.0215,1.0015,0.4268,0.5335,-0.5869,0.012000
0.0360,-0.0215,1.0024,0.3506,0.5869,-0.5640,0.012000
0.0336,-0.0203,1.0009,0.2668,0.5488,-0.5259,0.012000
0.0728,-0.1266,1.2466,3.7119,1.7149,-0.3277,0.012000
0.0010,-0.2511,0.9886,82.7210,39.7409,13.7576,0.012000
0.0428,0.1496,0.3516,66.0899,-13.1631,60.0762,0.012000
0.2012,0.1130,0.8629,-15.1524,4.3598,55.0229,0.012000
0.1243,0.0427,0.8352,-4.4817,2.3323,16.1280,0.012000
0.1177,-0.0051,0.9627,-54.5579,1.5777,6.8369,0.012000
-0.0070,0.0175,1.0112,-68.6890,12.7668,12.4085,0.012000
0.0398,0.0078,0.9507,6.3415,-5.0076,3.4299,0.012000
0.0555,-0.0018,1.0854,-9.8704,4.5274,2.5762,0.012000
0.0164,0.0375,0.9670,6.0137,3.0945,-6.9893,0.012000
0.0406,-0.0332,0.9973,0.0686,1.2500,-9.9238,0.012000
0.0392,0.0163,0.9968,-4.1082,1.4024,-1.5701,0.012000
0.0266,-0.0123,1.0126,-5.4726,1.7835,-2.6372,0.012000
0.0450,0.0369,1.0191,1.0213,0.7393,-3.6585,0.012000
0.0408,0.0500,1.0205,6.0899,1.2652,-22.3323,0.012000
0.0577,-0.0441,1.1219,28.3765,-4.9314,-29.7713,0.012000
-0.2135,0.2415,0.7062,25.7698,-0.3354,11.1357,0.012000
0.1216,0.0130,0.8014,-8.4680,3.2393,20.8689,0.012000
0.1408,0.0057,0.8028,-22.2180,1.1280,4.4817,0.012000
0.1046,0.1013,1.0148,-87.6829,8.5976,14.6494,0.012000
0.0685,-0.0045,0.9879,-82.1341,3.8720,4.9085,0.012000
0.1547,-0.2017,1.0471,-14.4817,-20.2287,-9.4207,0.012000
0.0637,-0.0332,0.9393,1.9055,18.5366,1.2500,0.012000
0.0253,-0.0072,1.0323,4.0625,21.0747,1.2195,0.012000
0.0124,-0.0065,0.9265,5.0838,13.9405,1.2500,0.012000
0.0657,-0.1220,1.1862,18.8491,9.5732,0.6707,0.012000
0.0635,0.0873,0.9448,-4.9771,-2.3476,3.1479,0.012000
0.0693,-0.0091,1.0503,-27.8735,4.2759,0.6707,0.012000
0.0182,-0.0152,1.0014,-6.8750,-2.1265,-4.0396,0.012000
0.0178,-0.0257,1.0062,-3.4680,-3.7348,-5.1220,0.012000
0.0336,-0.0262,1.0328,-1.4024,-0.2210,-1.3643,0.012000
0.0490,-0.0719,1.1144,6.6387,3.7195,-1.4405,0.012000
0.0076,-0.0134,0.9630,35.7317,0.5335,-5.4573,0.012000
0.0324,0.0630,0.8536,22.2713,-5.0152,-2.1265,0.012000
0.0590,0.0768,0.8280,-48.5290,3.6357,2.6982,0.012000
0.0549,-0.0909,1.1284,0.1296,-27.2942,-10.8308,0.012000
0.0493,-0.0628,1.0121,-3.2774,7.9345,-1.7530,0.012000
0.0259,-0.0303,1.0287,-0.5335,15.3887,2.5381,0.012000
-0.0007,-0.0098,0.9229,4.1387,15.5412,0.3049,0.012000
0.1891,-0.2259,1.2667,13.7271,9.3216,-0.1296,0.012000
-0.0673,0.2616,0.3232,104.9543,-20.6402,26.7378,0.012000
0.1688,0.1337,0.7781,-64.6113,7.4162,46.0899,0.012000
0.1885,-0.0038,1.2438,-80.0381,16.2729,28.3765,0.012000
-0.0255,-0.0294,0.9746,15.4040,-3.3155,5.3887,0.012000
0.0350,0.0256,0.9774,5.4649,-4.9085,-0.2134,0.012000
0.0192,0.0161,0.9728,-1.1966,3.4832,0.5945,0.012000
0.0365,-0.0078,1.0032,-0.6174,0.3049,-0.6555,0.012000
0.0177,0.0117,1.0407,2.2104,0.5869,0.3506,0.012000
-0.0217,0.1995,1.0337,15.1905,-1.6921,-10.9680,0.012000
-0.1967,0.1785,0.8285,14.6646,1.0518,-46.3796,0.012000
0.2083,-0.0912,1.0809,-60.7927,3.3918,-47.4848,0.012000
0.1164,-0.1038,1.0540,-16.6159,-13.2165,-43.0869,0.012000
0.1118,-0.1837,1.2732,1.9131,5.1220,-28.2774,0.012000
0.0023,-0.1395,1.0163,55.9756,16.7454,-25.2668,0.012000
-0.1443,-0.0099,0.9741,127.8430,-21.5396,-15.8613,0.012000
0.2894,-0.2318,0.7313,-14.9848,0.8918,29.1845,0.012000
0.1752,-0.4183,0.8001,-8.0869,1.9360,13.1021,0.012000
